Source,Species_raw,curated,NCBI_id,NCBI_name,Species_final,name_source
Frahm_etal_1984_Table1,Galago senegalensis,NA,9465,Galago senegalensis,Galago senegalensis,NCBI
Frahm_etal_1984_Table1,Galagoides demidoff,NA,89672,Galagoides demidoff,Galagoides demidoff,NCBI
Frahm_etal_1984_Table1,Gorilla gorilla,Gorilla sp.,9593,Gorilla gorilla,Gorilla sp.,curated
Frahm_etal_1984_Table1,Homo sapiens,NA,9606,Homo sapiens,Homo sapiens,NCBI
Frahm_etal_1984_Table1,Hylobates lar,NA,9580,Hylobates lar,Hylobates lar,NCBI
Frahm_etal_1984_Table1,Indri indri,NA,34827,Indri indri,Indri indri,NCBI
Frahm_etal_1984_Table1,Lagothrix lagothricha,NA,NA,NA,Lagothrix lagothricha,unresolved_raw
Frahm_etal_1984_Table1,Lemur albifrons,Eulemur fulvus,1215604,Eulemur albifrons,Eulemur fulvus,curated
Frahm_etal_1984_Table1,Lepilemur ruficaudatus,NA,78866,Lepilemur ruficaudatus,Lepilemur ruficaudatus,NCBI
Frahm_etal_1984_Table1,Loris tardigradus,NA,9468,Loris tardigradus,Loris tardigradus,NCBI
Frahm_etal_1984_Table1,Macaca mulatta,NA,9544,Macaca mulatta,Macaca mulatta,NCBI
Frahm_etal_1984_Table1,Microcebus murinus,NA,30608,Microcebus murinus,Microcebus murinus,NCBI
Frahm_etal_1984_Table1,Miopithecus talapoin,NA,36231,Miopithecus talapoin,Miopithecus talapoin,NCBI
Frahm_etal_1984_Table1,Nycticebus coucang,NA,9470,Nycticebus coucang,Nycticebus coucang,NCBI
Frahm_etal_1984_Table1,Otolemur crassicaudatus,NA,9463,Otolemur crassicaudatus,Otolemur crassicaudatus,NCBI
Frahm_etal_1984_Table1,Pan troglodytes,NA,9598,Pan troglodytes,Pan troglodytes,NCBI
Frahm_etal_1984_Table1,Papio anubis,NA,9555,Papio anubis,Papio anubis,NCBI
Frahm_etal_1984_Table1,Perodicticus potto,NA,9472,Perodicticus potto,Perodicticus potto,NCBI
Frahm_etal_1984_Table1,Pithecia monachus,NA,595220,Pithecia monachus,Pithecia monachus,NCBI
Frahm_etal_1984_Table1,Propithecus verreauxi,NA,34825,Propithecus verreauxi,Propithecus verreauxi,NCBI
Frahm_etal_1984_Table1,Saguinus midas,NA,30586,Saguinus midas,Saguinus midas,NCBI
Frahm_etal_1984_Table1,Saguinus oedipus,NA,9490,Saguinus oedipus,Saguinus oedipus,NCBI
Frahm_etal_1984_Table1,Saimiri sciureus,NA,9521,Saimiri sciureus,Saimiri sciureus,NCBI
Frahm_etal_1984_Table1,Tarsius sp.,NA,30612,Tarsius sp.,Tarsius sp.,NCBI
Frahm_etal_1984_Table1,Tupaia glis,NA,9395,Tupaia glis,Tupaia glis,NCBI
Frahm_etal_1984_Table1,Tupaia minor,NA,143289,Tupaia minor,Tupaia minor,NCBI
Frahm_etal_1984_Table1,Urogale everetti,NA,192726,Urogale everetti,Urogale everetti,NCBI
Frahm_etal_1984_Table1,Varecia variegata,NA,9455,Varecia variegata,Varecia variegata,NCBI
Frahm_etal_1997_Table1,Rattus norvegicus,NA,10116,Rattus norvegicus,Rattus norvegicus,NCBI
Frahm_etal_1997_Table1,Spalax ehrenbergi,NA,30637,Nannospalax ehrenbergi,Nannospalax ehrenbergi,NCBI
Frahm_etal_1998_Table1,Alouatta seniculus,NA,9503,Alouatta seniculus,Alouatta seniculus,NCBI
Frahm_etal_1998_Table1,Aotus trivirgatus,NA,9505,Aotus trivirgatus,Aotus trivirgatus,NCBI
Frahm_etal_1998_Table1,Callicebus moloch,NA,9523,Plecturocebus moloch,Plecturocebus moloch,NCBI
Frahm_etal_1998_Table1,Callimico goeldii,NA,9495,Callimico goeldii,Callimico goeldii,NCBI
Frahm_etal_1998_Table1,Callithrix jacchus,NA,9483,Callithrix jacchus,Callithrix jacchus,NCBI
Frahm_etal_1998_Table1,Cebuella pygmaea,Callithrix pygmaea,9493,Cebuella pygmaea,Callithrix pygmaea,curated
Frahm_etal_1998_Table1,Cebus spec.,Cebus albifrons,NA,NA,Cebus albifrons,curated
Frahm_etal_1998_Table1,Cercocebus albigena,Lophocebus albigena,75567,Lophocebus albigena,Lophocebus albigena,curated
Frahm_etal_1998_Table1,Cercopithecus ascanius,NA,36223,Cercopithecus ascanius,Cercopithecus ascanius,NCBI
Frahm_etal_1998_Table1,Cercopithecus mitis,NA,36225,Cercopithecus mitis,Cercopithecus mitis,NCBI
Frahm_etal_1998_Table1,Cheirogaleus major,NA,47177,Cheirogaleus major,Cheirogaleus major,NCBI
Frahm_etal_1998_Table1,Erythrocebus patas,NA,9538,Erythrocebus patas,Erythrocebus patas,NCBI
Frahm_etal_1998_Table1,Galago senegalensis,NA,9465,Galago senegalensis,Galago senegalensis,NCBI
Frahm_etal_1998_Table1,Galagoides demidoff,NA,89672,Galagoides demidoff,Galagoides demidoff,NCBI
Frahm_etal_1998_Table1,Indri indri,NA,34827,Indri indri,Indri indri,NCBI
Frahm_etal_1998_Table1,Loris tardigradus,NA,9468,Loris tardigradus,Loris tardigradus,NCBI
Frahm_etal_1998_Table1,Macaca mulatta,NA,9544,Macaca mulatta,Macaca mulatta,NCBI
Frahm_etal_1998_Table1,Microcebus murinus,NA,30608,Microcebus murinus,Microcebus murinus,NCBI
Frahm_etal_1998_Table1,Miopithecus talapoin,NA,36231,Miopithecus talapoin,Miopithecus talapoin,NCBI
Frahm_etal_1998_Table1,Nasalis larvatus,NA,43780,Nasalis larvatus,Nasalis larvatus,NCBI
Frahm_etal_1998_Table1,Otolemur crassicaudatus,NA,9463,Otolemur crassicaudatus,Otolemur crassicaudatus,NCBI
Frahm_etal_1998_Table1,Pan troglodytes,NA,9598,Pan troglodytes,Pan troglodytes,NCBI
Frahm_etal_1998_Table1,Papio anubis,NA,9555,Papio anubis,Papio anubis,NCBI
Frahm_etal_1998_Table1,Pithecia monachus,NA,595220,Pithecia monachus,Pithecia monachus,NCBI
Frahm_etal_1998_Table1,Saguinus midas,NA,30586,Saguinus midas,Saguinus midas,NCBI
Frahm_etal_1998_Table1,Saguinus oedipus,NA,9490,Saguinus oedipus,Saguinus oedipus,NCBI
Frahm_etal_1998_Table1,Tarsius spec.,Tarsius sp.,NA,NA,Tarsius sp.,curated
MacLeod_etal_2003_Table1,Cebus apella,NA,9515,Sapajus apella,Sapajus apella,NCBI
MacLeod_etal_2003_Table1,Cercocebus torquatus atys,Cercocebus torquatus,9531,Cercocebus atys,Cercocebus torquatus,curated
MacLeod_etal_2003_Table1,Gorilla gorilla,Gorilla sp.,9593,Gorilla gorilla,Gorilla sp.,curated
MacLeod_etal_2003_Table1,Homo sapiens,NA,9606,Homo sapiens,Homo sapiens,NCBI
MacLeod_etal_2003_Table1,Hylobates lar,NA,9580,Hylobates lar,Hylobates lar,NCBI
MacLeod_etal_2003_Table1,Macaca mulatta,NA,9544,Macaca mulatta,Macaca mulatta,NCBI
MacLeod_etal_2003_Table1,Pan paniscus,NA,9597,Pan paniscus,Pan paniscus,NCBI
MacLeod_etal_2003_Table1,Pan troglodytes,NA,9598,Pan troglodytes,Pan troglodytes,NCBI
MacLeod_etal_2003_Table1,Papio cynocephalus,NA,9556,Papio cynocephalus,Papio cynocephalus,NCBI
MacLeod_etal_2003_Table1,Pongo pygmaeus,Pongo sp.,9600,Pongo pygmaeus,Pongo sp.,curated
MacLeod_etal_2003_Table1,Saimiri sciureus,NA,9521,Saimiri sciureus,Saimiri sciureus,NCBI
MacLeod_etal_2003_Table2,Alouatta seniculus,NA,9503,Alouatta seniculus,Alouatta seniculus,NCBI
MacLeod_etal_2003_Table2,Aotus trivirgatus,NA,9505,Aotus trivirgatus,Aotus trivirgatus,NCBI
MacLeod_etal_2003_Table2,Ateles paniscus,NA,9510,Ateles paniscus,Ateles paniscus,NCBI
MacLeod_etal_2003_Table2,Cebus sp.,NA,9517,Cebus sp.,Cebus sp.,NCBI
MacLeod_etal_2003_Table2,Cercocebus albigena,NA,75567,Lophocebus albigena,Lophocebus albigena,NCBI
MacLeod_etal_2003_Table2,Cercopithecus sp.,NA,NA,NA,Cercopithecus sp.,unresolved_raw
MacLeod_etal_2003_Table2,Erythrocebus patas,NA,9538,Erythrocebus patas,Erythrocebus patas,NCBI
MacLeod_etal_2003_Table2,Gorilla gorilla,Gorilla sp.,9593,Gorilla gorilla,Gorilla sp.,curated
MacLeod_etal_2003_Table2,Homo sapiens,NA,9606,Homo sapiens,Homo sapiens,NCBI
MacLeod_etal_2003_Table2,Hylobates lar,NA,9580,Hylobates lar,Hylobates lar,NCBI
MacLeod_etal_2003_Table2,Macaca mulatta,NA,9544,Macaca mulatta,Macaca mulatta,NCBI
MacLeod_etal_2003_Table2,Pan paniscus,NA,9597,Pan paniscus,Pan paniscus,NCBI
MacLeod_etal_2003_Table2,Pan troglodytes,NA,9598,Pan troglodytes,Pan troglodytes,NCBI
MacLeod_etal_2003_Table2,Papio cynocephalus,NA,9556,Papio cynocephalus,Papio cynocephalus,NCBI
MacLeod_etal_2003_Table2,Pongo pygmaeus,Pongo sp.,9600,Pongo pygmaeus,Pongo sp.,curated
MacLeod_etal_2003_Table2,Saimiri sciureus,NA,9521,Saimiri sciureus,Saimiri sciureus,NCBI
Matano_etal_1985_a_Table1,Alouatta seniculus,NA,9503,Alouatta seniculus,Alouatta seniculus,NCBI
Matano_etal_1985_a_Table1,Aotus trivirgatus,NA,9505,Aotus trivirgatus,Aotus trivirgatus,NCBI
Matano_etal_1985_a_Table1,Ateles geoffroyi,NA,9509,Ateles geoffroyi,Ateles geoffroyi,NCBI
Matano_etal_1985_a_Table1,Avahi l. laniger,Avahi laniger,NA,NA,Avahi laniger,curated
Matano_etal_1985_a_Table1,Avahi l. occidentalis,Avahi occidentalis,NA,NA,Avahi occidentalis,curated
Matano_etal_1985_a_Table1,Callicebus moloch,NA,9523,Plecturocebus moloch,Plecturocebus moloch,NCBI
Matano_etal_1985_a_Table1,Callithrix jacchus,NA,9483,Callithrix jacchus,Callithrix jacchus,NCBI
Matano_etal_1985_a_Table1,Cebuella pygmaea,Callithrix pygmaea,9493,Cebuella pygmaea,Callithrix pygmaea,curated
Matano_etal_1985_a_Table1,Cebus albifrons,NA,9514,Cebus albifrons,Cebus albifrons,NCBI
Matano_etal_1985_a_Table1,Cercocebus albigena,Lophocebus albigena,75567,Lophocebus albigena,Lophocebus albigena,curated
Matano_etal_1985_a_Table1,Cercopithecus ascanius,NA,36223,Cercopithecus ascanius,Cercopithecus ascanius,NCBI
Matano_etal_1985_a_Table1,Cercopithecus mitis,NA,36225,Cercopithecus mitis,Cercopithecus mitis,NCBI
Matano_etal_1985_a_Table1,Cheirogaleus major,NA,47177,Cheirogaleus major,Cheirogaleus major,NCBI
Matano_etal_1985_a_Table1,Cheirogaleus medius,NA,9460,Cheirogaleus medius,Cheirogaleus medius,NCBI
Matano_etal_1985_a_Table1,Colobus badius,Piliocolobus badius,164648,Piliocolobus badius,Piliocolobus badius,curated
Matano_etal_1985_a_Table1,Crocidura flavescens,NA,214442,Crocidura flavescens,Crocidura flavescens,NCBI
Matano_etal_1985_a_Table1,Crocidura r. russula,Crocidura russula,NA,NA,Crocidura russula,curated
Matano_etal_1985_a_Table1,Daubentonia madagasc.,Daubentonia madagascariensis,NA,NA,Daubentonia madagascariensis,curated
Matano_etal_1985_a_Table1,Echinops telfairi,NA,9371,Echinops telfairi,Echinops telfairi,NCBI
Matano_etal_1985_a_Table1,Erinaceus europaeus,NA,9365,Erinaceus europaeus,Erinaceus europaeus,NCBI
Matano_etal_1985_a_Table1,Erythrocebus patas,NA,9538,Erythrocebus patas,Erythrocebus patas,NCBI
Matano_etal_1985_a_Table1,Galago senegalensis,NA,9465,Galago senegalensis,Galago senegalensis,NCBI
Matano_etal_1985_a_Table1,Galagoides demidoff,NA,89672,Galagoides demidoff,Galagoides demidoff,NCBI
Matano_etal_1985_a_Table1,Gorilla gorilla,Gorilla sp.,9593,Gorilla gorilla,Gorilla sp.,curated
Matano_etal_1985_a_Table1,Hemicentetes semispin.,Hemicentetes semispinosus,NA,NA,Hemicentetes semispinosus,curated
Matano_etal_1985_a_Table1,Homo sapiens,NA,9606,Homo sapiens,Homo sapiens,NCBI
Matano_etal_1985_a_Table1,Hylobates lar,NA,9580,Hylobates lar,Hylobates lar,NCBI
Matano_etal_1985_a_Table1,Indri indri,NA,34827,Indri indri,Indri indri,NCBI
Matano_etal_1985_a_Table1,Lagothrix lagothricha,NA,NA,NA,Lagothrix lagothricha,unresolved_raw
Matano_etal_1985_a_Table1,Lemur fulvus,Eulemur fulvus,13515,Eulemur fulvus,Eulemur fulvus,curated
Matano_etal_1985_a_Table1,Lepilemur ruficaudatus,NA,78866,Lepilemur ruficaudatus,Lepilemur ruficaudatus,NCBI
Matano_etal_1985_a_Table1,Loris tardigradus,NA,9468,Loris tardigradus,Loris tardigradus,NCBI
Matano_etal_1985_a_Table1,Macaca mulatta,NA,9544,Macaca mulatta,Macaca mulatta,NCBI
Matano_etal_1985_a_Table1,Microcebus murinus,NA,30608,Microcebus murinus,Microcebus murinus,NCBI
Matano_etal_1985_a_Table1,Miopithecus talapoin,NA,36231,Miopithecus talapoin,Miopithecus talapoin,NCBI
Matano_etal_1985_a_Table1,Nasalis larvatus,NA,43780,Nasalis larvatus,Nasalis larvatus,NCBI
Matano_etal_1985_a_Table1,Nycticebus coucang,NA,9470,Nycticebus coucang,Nycticebus coucang,NCBI
Matano_etal_1985_a_Table1,Otolemur crassicaudatus,NA,9463,Otolemur crassicaudatus,Otolemur crassicaudatus,NCBI
Matano_etal_1985_a_Table1,Pan troglodytes,NA,9598,Pan troglodytes,Pan troglodytes,NCBI
Matano_etal_1985_a_Table1,Papio anubis,NA,9555,Papio anubis,Papio anubis,NCBI
Matano_etal_1985_a_Table1,Perodicticus potto,NA,9472,Perodicticus potto,Perodicticus potto,NCBI
Matano_etal_1985_a_Table1,Pithecia monachus,NA,595220,Pithecia monachus,Pithecia monachus,NCBI
Matano_etal_1985_a_Table1,Propithecus verreauxi,NA,34825,Propithecus verreauxi,Propithecus verreauxi,NCBI
Matano_etal_1985_a_Table1,Pygathrix nemaeus,NA,54133,Pygathrix nemaeus,Pygathrix nemaeus,NCBI
Matano_etal_1985_a_Table1,Saguinus midas,NA,30586,Saguinus midas,Saguinus midas,NCBI
Matano_etal_1985_a_Table1,Saguinus oedipus,NA,9490,Saguinus oedipus,Saguinus oedipus,NCBI
Matano_etal_1985_a_Table1,Saimiri sciureus,NA,9521,Saimiri sciureus,Saimiri sciureus,NCBI
Matano_etal_1985_a_Table1,Setifer setosus,NA,319819,Setifer setosus,Setifer setosus,NCBI
Matano_etal_1985_a_Table1,Sorex araneus,NA,42254,Sorex araneus,Sorex araneus,NCBI
Matano_etal_1985_a_Table1,Sorex minutus,NA,62280,Sorex minutus,Sorex minutus,NCBI
Matano_etal_1985_a_Table1,Suncus murinus,NA,9378,Suncus murinus,Suncus murinus,NCBI
Matano_etal_1985_a_Table1,Tarsius spp.,Tarsius sp.,NA,NA,Tarsius sp.,curated
Matano_etal_1985_a_Table1,Tenrec ecaudatus,NA,94439,Tenrec ecaudatus,Tenrec ecaudatus,NCBI
Matano_etal_1985_a_Table1,Tupaia glis,NA,9395,Tupaia glis,Tupaia glis,NCBI
Matano_etal_1985_a_Table1,Urogale everetti,NA,192726,Urogale everetti,Urogale everetti,NCBI
Matano_etal_1985_a_Table1,Varecia variegata,NA,9455,Varecia variegata,Varecia variegata,NCBI
Matano_etal_1985_b_Table1,Alouatta seniculus,NA,9503,Alouatta seniculus,Alouatta seniculus,NCBI
Matano_etal_1985_b_Table1,Aotus trivirgatus,NA,9505,Aotus trivirgatus,Aotus trivirgatus,NCBI
Matano_etal_1985_b_Table1,Ateles geoffroyi,NA,9509,Ateles geoffroyi,Ateles geoffroyi,NCBI
Matano_etal_1985_b_Table1,Avahi l. occidentalis,Avahi occidentalis,NA,NA,Avahi occidentalis,curated
Matano_etal_1985_b_Table1,Avahi laniger laniger,Avahi laniger,NA,NA,Avahi laniger,curated
Matano_etal_1985_b_Table1,Callicebus moloch,NA,9523,Plecturocebus moloch,Plecturocebus moloch,NCBI
Matano_etal_1985_b_Table1,Callithrix jacchus,NA,9483,Callithrix jacchus,Callithrix jacchus,NCBI
Matano_etal_1985_b_Table1,Cebuella pygmaea,Callithrix pygmaea,9493,Cebuella pygmaea,Callithrix pygmaea,curated
Matano_etal_1985_b_Table1,Cebus albifrons,NA,9514,Cebus albifrons,Cebus albifrons,NCBI
Matano_etal_1985_b_Table1,Cercocebus albigena,Lophocebus albigena,75567,Lophocebus albigena,Lophocebus albigena,curated
Matano_etal_1985_b_Table1,Cercopithecus ascanius,NA,36223,Cercopithecus ascanius,Cercopithecus ascanius,NCBI
Matano_etal_1985_b_Table1,Cercopithecus mitis,NA,36225,Cercopithecus mitis,Cercopithecus mitis,NCBI
Matano_etal_1985_b_Table1,Cheirogaleus major,NA,47177,Cheirogaleus major,Cheirogaleus major,NCBI
Matano_etal_1985_b_Table1,Cheirogaleus medius,NA,9460,Cheirogaleus medius,Cheirogaleus medius,NCBI
Matano_etal_1985_b_Table1,Colobus badius,Piliocolobus badius,164648,Piliocolobus badius,Piliocolobus badius,curated
Matano_etal_1985_b_Table1,Daubentonia madagasc.,Daubentonia madagascariensis,NA,NA,Daubentonia madagascariensis,curated
Matano_etal_1985_b_Table1,Echinops telfairi,NA,9371,Echinops telfairi,Echinops telfairi,NCBI
Matano_etal_1985_b_Table1,Erythrocebus patas,NA,9538,Erythrocebus patas,Erythrocebus patas,NCBI
Matano_etal_1985_b_Table1,Galago senegalensis,NA,9465,Galago senegalensis,Galago senegalensis,NCBI
Matano_etal_1985_b_Table1,Galagoides demidoff,NA,89672,Galagoides demidoff,Galagoides demidoff,NCBI
Matano_etal_1985_b_Table1,Gorilla gorilla,Gorilla sp.,9593,Gorilla gorilla,Gorilla sp.,curated
Matano_etal_1985_b_Table1,Homo sapiens,NA,9606,Homo sapiens,Homo sapiens,NCBI
Matano_etal_1985_b_Table1,Hylobates lar,NA,9580,Hylobates lar,Hylobates lar,NCBI
Matano_etal_1985_b_Table1,Indri indri,NA,34827,Indri indri,Indri indri,NCBI
Matano_etal_1985_b_Table1,Lagothrix lagothricha,NA,NA,NA,Lagothrix lagothricha,unresolved_raw
Matano_etal_1985_b_Table1,Lemur fulvus,Eulemur fulvus,13515,Eulemur fulvus,Eulemur fulvus,curated
Matano_etal_1985_b_Table1,Lepilemur ruficaudatus,NA,78866,Lepilemur ruficaudatus,Lepilemur ruficaudatus,NCBI
Matano_etal_1985_b_Table1,Loris tardigradus,NA,9468,Loris tardigradus,Loris tardigradus,NCBI
Matano_etal_1985_b_Table1,Macaca mulatta,NA,9544,Macaca mulatta,Macaca mulatta,NCBI
Matano_etal_1985_b_Table1,Microcebus murinus,NA,30608,Microcebus murinus,Microcebus murinus,NCBI
Matano_etal_1985_b_Table1,Miopithecus talapoin,NA,36231,Miopithecus talapoin,Miopithecus talapoin,NCBI
Matano_etal_1985_b_Table1,Nasalis larvatus,NA,43780,Nasalis larvatus,Nasalis larvatus,NCBI
Matano_etal_1985_b_Table1,Nycticebus coucang,NA,9470,Nycticebus coucang,Nycticebus coucang,NCBI
Matano_etal_1985_b_Table1,Otolemur crassicaudatus,NA,9463,Otolemur crassicaudatus,Otolemur crassicaudatus,NCBI
Matano_etal_1985_b_Table1,Pan troglodytes,NA,9598,Pan troglodytes,Pan troglodytes,NCBI
Matano_etal_1985_b_Table1,Papio anubis,NA,9555,Papio anubis,Papio anubis,NCBI
Matano_etal_1985_b_Table1,Perodicticus potto,NA,9472,Perodicticus potto,Perodicticus potto,NCBI
Matano_etal_1985_b_Table1,Pithecia monachus,NA,595220,Pithecia monachus,Pithecia monachus,NCBI
Matano_etal_1985_b_Table1,Propithecus verreauxi,NA,34825,Propithecus verreauxi,Propithecus verreauxi,NCBI
Matano_etal_1985_b_Table1,Pygathrix nemaeus,NA,54133,Pygathrix nemaeus,Pygathrix nemaeus,NCBI
Matano_etal_1985_b_Table1,Saguinus midas,NA,30586,Saguinus midas,Saguinus midas,NCBI
Matano_etal_1985_b_Table1,Saguinus oedipus,NA,9490,Saguinus oedipus,Saguinus oedipus,NCBI
Matano_etal_1985_b_Table1,Saimiri sciureus,NA,9521,Saimiri sciureus,Saimiri sciureus,NCBI
Matano_etal_1985_b_Table1,Tarsius spp.,Tarsius sp.,NA,NA,Tarsius sp.,curated
Matano_etal_1985_b_Table1,Tenrec ecaudatus,NA,94439,Tenrec ecaudatus,Tenrec ecaudatus,NCBI
Matano_etal_1985_b_Table1,Tupaia glis,NA,9395,Tupaia glis,Tupaia glis,NCBI
Matano_etal_1985_b_Table1,Urogale everetti,NA,192726,Urogale everetti,Urogale everetti,NCBI
Matano_etal_1985_b_Table1,Varecia variegata,NA,9455,Varecia variegata,Varecia variegata,NCBI
Rilling_Insel_1998_Table1,Cebus apella,NA,9515,Sapajus apella,Sapajus apella,NCBI
Rilling_Insel_1998_Table1,Cercocebus torquatus,NA,9530,Cercocebus torquatus,Cercocebus torquatus,NCBI
Rilling_Insel_1998_Table1,Gorilla gorilla,Gorilla sp.,9593,Gorilla gorilla,Gorilla sp.,curated
Rilling_Insel_1998_Table1,Homo sapiens,NA,9606,Homo sapiens,Homo sapiens,NCBI
Rilling_Insel_1998_Table1,Hylobates lar,NA,9580,Hylobates lar,Hylobates lar,NCBI
Rilling_Insel_1998_Table1,Macaca mulatta,NA,9544,Macaca mulatta,Macaca mulatta,NCBI
Rilling_Insel_1998_Table1,Pan paniscus,NA,9597,Pan paniscus,Pan paniscus,NCBI
Rilling_Insel_1998_Table1,Pan troglodytes,NA,9598,Pan troglodytes,Pan troglodytes,NCBI
Rilling_Insel_1998_Table1,Papio cynocephalus,NA,9556,Papio cynocephalus,Papio cynocephalus,NCBI
Rilling_Insel_1998_Table1,Pongo pygmaeus,Pongo sp.,9600,Pongo pygmaeus,Pongo sp.,curated
Rilling_Insel_1998_Table1,Saimiri sciureus,NA,9521,Saimiri sciureus,Saimiri sciureus,NCBI
Rilling_Insel_1999_Table1,Cebus apella,NA,9515,Sapajus apella,Sapajus apella,NCBI
Rilling_Insel_1999_Table1,Cercocebus torquatus,NA,9530,Cercocebus torquatus,Cercocebus torquatus,NCBI
Rilling_Insel_1999_Table1,Gorilla gorilla,Gorilla sp.,9593,Gorilla gorilla,Gorilla sp.,curated
Rilling_Insel_1999_Table1,Homo sapiens,NA,9606,Homo sapiens,Homo sapiens,NCBI
Rilling_Insel_1999_Table1,Hylobates lar,NA,9580,Hylobates lar,Hylobates lar,NCBI
Rilling_Insel_1999_Table1,Macaca mulatta,NA,9544,Macaca mulatta,Macaca mulatta,NCBI
Rilling_Insel_1999_Table1,Pan paniscus,NA,9597,Pan paniscus,Pan paniscus,NCBI
Rilling_Insel_1999_Table1,Pan troglodytes,NA,9598,Pan troglodytes,Pan troglodytes,NCBI
Rilling_Insel_1999_Table1,Papio cynocephalus,NA,9556,Papio cynocephalus,Papio cynocephalus,NCBI
Rilling_Insel_1999_Table1,Pongo pygmaeus,Pongo sp.,9600,Pongo pygmaeus,Pongo sp.,curated
Rilling_Insel_1999_Table1,Saimiri sciureus,NA,9521,Saimiri sciureus,Saimiri sciureus,NCBI
Semendeferi_etal_1998_Table2,Gorilla gorilla,Gorilla sp.,9593,Gorilla gorilla,Gorilla sp.,curated
Semendeferi_etal_1998_Table2,Homo sapiens,NA,9606,Homo sapiens,Homo sapiens,NCBI
Semendeferi_etal_1998_Table2,Hylobates lar,NA,9580,Hylobates lar,Hylobates lar,NCBI
Semendeferi_etal_1998_Table2,Pan paniscus,NA,9597,Pan paniscus,Pan paniscus,NCBI
Semendeferi_etal_1998_Table2,Pan troglodytes,NA,9598,Pan troglodytes,Pan troglodytes,NCBI
Semendeferi_etal_1998_Table2,Pongo pygmaeus,Pongo sp.,9600,Pongo pygmaeus,Pongo sp.,curated
Semendeferi_etal_2001_Table2,Gorilla gorilla,Gorilla sp.,9593,Gorilla gorilla,Gorilla sp.,curated
Semendeferi_etal_2001_Table2,Homo sapiens,NA,9606,Homo sapiens,Homo sapiens,NCBI
Semendeferi_etal_2001_Table2,Hylobates lar,NA,9580,Hylobates lar,Hylobates lar,NCBI
Semendeferi_etal_2001_Table2,Pan paniscus,NA,9597,Pan paniscus,Pan paniscus,NCBI
Semendeferi_etal_2001_Table2,Pan troglodytes,NA,9598,Pan troglodytes,Pan troglodytes,NCBI
Semendeferi_etal_2001_Table2,Pongo pygmaeus,Pongo sp.,9600,Pongo pygmaeus,Pongo sp.,curated
Sherwood_etal_2004_TABLEI,Gorilla beringei,Gorilla sp.,499232,Gorilla beringei,Gorilla sp.,curated
Sherwood_etal_2004_TABLEI,Gorilla gorilla,Gorilla sp.,9593,Gorilla gorilla,Gorilla sp.,curated
Sherwood_etal_2004_TABLEI,Pan troglodytes,NA,9598,Pan troglodytes,Pan troglodytes,NCBI
Sherwood_etal_2004_TABLEI,Pongo pygmaeus,Pongo sp.,9600,Pongo pygmaeus,Pongo sp.,curated
Sherwood_etal_2005_Table1,Alouatta seniculus,NA,9503,Alouatta seniculus,Alouatta seniculus,NCBI
Sherwood_etal_2005_Table1,Aotus trivirgatus,NA,9505,Aotus trivirgatus,Aotus trivirgatus,NCBI
Sherwood_etal_2005_Table1,Ateles geoffroyi,NA,9509,Ateles geoffroyi,Ateles geoffroyi,NCBI
Sherwood_etal_2005_Table1,Avahi laniger laniger,Avahi laniger,NA,NA,Avahi laniger,curated
Sherwood_etal_2005_Table1,Avahi laniger occidentalis,Avahi occidentalis,NA,NA,Avahi occidentalis,curated
Sherwood_etal_2005_Table1,Callicebus moloch,Callicebus moloch,9523,Plecturocebus moloch,Callicebus moloch,curated
Sherwood_etal_2005_Table1,Callimico goeldii,NA,9495,Callimico goeldii,Callimico goeldii,NCBI
Sherwood_etal_2005_Table1,Callithrix jacchus,NA,9483,Callithrix jacchus,Callithrix jacchus,NCBI
Sherwood_etal_2005_Table1,Cebuella pygmaea,Callithrix pygmaea,9493,Cebuella pygmaea,Callithrix pygmaea,curated
Sherwood_etal_2005_Table1,Cebus albifrons,NA,9514,Cebus albifrons,Cebus albifrons,NCBI
Sherwood_etal_2005_Table1,Cercopithecus ascanius,NA,36223,Cercopithecus ascanius,Cercopithecus ascanius,NCBI
Sherwood_etal_2005_Table1,Cercopithecus mitis,NA,36225,Cercopithecus mitis,Cercopithecus mitis,NCBI
Sherwood_etal_2005_Table1,Cheirogaleus major,NA,47177,Cheirogaleus major,Cheirogaleus major,NCBI
Sherwood_etal_2005_Table1,Cheirogaleus medius,NA,9460,Cheirogaleus medius,Cheirogaleus medius,NCBI
Sherwood_etal_2005_Table1,Daubentonia madagascariensis,NA,31869,Daubentonia madagascariensis,Daubentonia madagascariensis,NCBI
Sherwood_etal_2005_Table1,Erythrocebus patas,NA,9538,Erythrocebus patas,Erythrocebus patas,NCBI
Sherwood_etal_2005_Table1,Eulemur fulvus,NA,13515,Eulemur fulvus,Eulemur fulvus,NCBI
Sherwood_etal_2005_Table1,Galago senegalensis,NA,9465,Galago senegalensis,Galago senegalensis,NCBI
Sherwood_etal_2005_Table1,Galagoides demidoff,NA,89672,Galagoides demidoff,Galagoides demidoff,NCBI
Sherwood_etal_2005_Table1,Gorilla gorilla,Gorilla sp.,9593,Gorilla gorilla,Gorilla sp.,curated
Sherwood_etal_2005_Table1,Homo sapiens,NA,9606,Homo sapiens,Homo sapiens,NCBI
Sherwood_etal_2005_Table1,Hylobates lar,NA,9580,Hylobates lar,Hylobates lar,NCBI
Sherwood_etal_2005_Table1,Indri indri,NA,34827,Indri indri,Indri indri,NCBI
